id,title,original_language,popularity,release_date,vote_average,vote_count
439,"Thank You, I'm Sorry",sv,82.068,12/26/2023,5.3,13
440,"Thank You, I'm Sorry",sv,82.068,12/26/2023,5.3,13
441,Ocho apellidos marroquís,es,69.619,12/1/2023,5.9,10
442,The Hobbit: An Unexpected Journey,en,89.408,12/12/2012,7.3,17614
443,Shotgun Wedding,en,85.339,12/28/2022,6.3,1040
444,White Chicks,en,92.923,6/23/2004,6.9,3594
445,The Croods: A New Age,en,94.913,11/25/2020,7.5,3600
446,Mummies,es,95.74,1/5/2023,7.1,405
447,Despicable Me 2,en,81.837,6/26/2013,6.9,10681
448,Prey for the Devil,en,83.621,10/23/2022,7,817
449,Raya and the Last Dragon,en,91.716,3/3/2021,7.9,6412
450,May December,en,108.484,11/16/2023,6.7,188
451,Toy Story,en,102.696,10/30/1995,8,17462
452,Your Name.,ja,102.345,8/26/2016,8.5,10647
453,Alien,en,76.333,5/25/1979,8.2,13524
454,Everything Everywhere All at Once,en,88.157,3/24/2022,7.8,5596
455,World War Z,en,73.173,6/20/2013,6.8,14638
456,John Wick: Chapter 3 - Parabellum,en,91.024,5/15/2019,7.4,9957
457,Sniper: The White Raven,uk,78.538,5/3/2022,7.6,587
458,The Hobbit: The Desolation of Smaug,en,82.96,12/11/2013,7.6,12470
459,The Tank,en,81.998,4/21/2023,5.3,69
460,Ratatouille,en,88.488,6/28/2007,7.8,16043
461,Quicksand,en,80.174,8/31/2023,6.6,59
462,Star Wars: The Last Jedi,en,119.732,12/13/2017,6.8,14534
463,Whiplash,en,72.131,10/10/2014,8.4,14198
464,Heat,en,72.016,12/15/1995,7.9,6756
465,Strawberry Shortcake and the Beast of Berry Bog,en,81.384,9/22/2023,7.1,18
466,The Princess and the Frog,en,94.823,12/8/2009,7.2,5188
467,Los Habitantes,es,85.174,4/27/2023,6.8,59
468,A Really Haunted Loud House,en,82.98,9/28/2023,5.8,16
469,Wreck-It Ralph,en,90.91,11/1/2012,7.3,11725
470,Maestro,en,95.284,11/22/2023,6.5,273
471,Beauty and the Beast,en,67.418,3/16/2017,7,15003
472,Inglourious Basterds,en,72.687,8/2/2009,8.2,21157
473,Naga,ar,85.204,9/8/2023,5.8,14
474,Despicable Me,en,90.683,7/8/2010,7.2,14336
475,Soul,en,98.231,12/25/2020,8.1,9736
476,Soulmates,en,91.956,11/12/2021,6.2,61
477,A Beautiful Mind,en,67.753,12/14/2001,7.9,9647
478,The School for Good and Evil,en,84.891,10/19/2022,7.1,1087
479,Black Widow,en,83.717,7/7/2021,7.3,9525
480,Ghostbusters: Afterlife,en,72.141,11/11/2021,7.4,4080
481,The Swan Princess: Far Longer Than Forever,en,79.154,9/19/2023,5.8,6
482,The Lost City,en,78.385,3/24/2022,6.6,3184
483,The Trip 7,es,112.545,12/25/2023,0,0
484,Miss Shampoo,zh,76.894,7/28/2023,5.5,8
485,Gladiator,en,76.931,5/4/2000,8.2,17357
486,Aliens,en,69.155,7/18/1986,7.9,8944
487,Paprika,ja,92.086,10/21/2006,7.8,2158
488,Baywatch,en,76.241,5/25/2017,6.1,7645
489,Blade Runner,en,74.832,6/25/1982,7.9,13042
490,The Call of the Wild,en,77.143,2/19/2020,7.6,3484
491,Spider-Man: Far From Home,en,102.767,6/28/2019,7.4,14775
492,It Chapter Two,en,70.289,9/4/2019,6.8,8214
493,Pretty Woman,en,74.522,3/23/1990,7.5,7614
494,Teenage Mutant Ninja Turtles,en,75.413,8/7/2014,5.9,6483
495,Cinderella,en,86.495,2/22/1950,7,6349
496,Iron Man 2,en,81.872,4/28/2010,6.8,20052
497,The Matrix,en,80.656,3/30/1999,8.2,24300
498,Jurassic World,en,86.328,6/6/2015,6.7,19648
499,Guillermo del Toro's Pinocchio,en,84.865,11/9/2022,8.1,2615
500,Iron Man,en,75.269,4/30/2008,7.6,25256
501,To Catch a Killer,en,70.782,4/6/2023,7,695
502,Psycho-Pass: Providence,ja,81.252,5/12/2023,6.6,7
503,Toy Story 4,en,104.292,6/19/2019,7.5,9250
504,Mean Girls,en,92.622,4/30/2004,7.2,8141
505,Ralph Breaks the Internet,en,78.775,11/20/2018,7.2,7128
506,Shutter Island,en,79.085,2/14/2010,8.2,22752
507,The Secret Life of Pets 2,en,81.592,5/24/2019,7,2844
508,Temptation of Angel,ja,86.938,12/22/1979,5.5,2
509,Sijjin,id,101.008,11/9/2023,6.3,3
510,El Camino Christmas,en,80.845,12/8/2017,5.6,300
511,Dream Scenario,en,85.577,11/10/2023,7,255
512,Emmanuelle 7,fr,89.773,9/19/1993,5.2,19
513,R.I.P.D. 2: Rise of the Damned,en,77.533,11/15/2022,6.4,535
514,Ford v Ferrari,en,85.883,11/13/2019,8,7181
515,Star Wars: The Rise of Skywalker,en,88.982,12/18/2019,6.4,9235
516,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,ja,75.962,3/29/2019,7.9,178
517,Renfield,en,71.667,4/7/2023,6.6,1254
518,The Forever Purge,en,78.362,6/30/2021,7,2299
519,Trapped in the Cabin,en,77.222,8/13/2023,6.5,5
520,Shadow Master,en,75.963,11/3/2022,6.8,91
521,How to Train Your Dragon,en,78.339,3/18/2010,7.8,12309
522,Grown Ups,en,78.832,6/24/2010,6.4,5697
523,Urkel Saves Santa: The Movie!,en,83.993,11/21/2023,5.4,14
524,The Imitation Game,en,112.295,11/14/2014,8,16226
525,Reign of Chaos,en,124.967,4/12/2022,5.9,33
526,Thor: Ragnarok,en,78.501,10/2/2017,7.6,19819
527,Mulan,en,74.74,6/18/1998,7.9,9094
528,Kaina of the Great Snow Sea: Star Sage,ja,81.588,10/13/2023,8,1
529,Saw,en,79.731,10/1/2004,7.4,8676
530,Boyka: Undisputed IV,en,66.282,8/1/2016,7.1,1227
531,Troy,en,59.224,5/13/2004,7.2,9564
532,Guardians of the Galaxy Vol. 2,en,78.015,4/19/2017,7.6,20647
533,Aladdin,en,60.859,5/22/2019,7.1,9565
534,Pacific Rim: Uprising,en,71.944,3/21/2018,6.1,4611
535,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,ja,112.699,10/16/2020,8.2,3537
536,Pulp Fiction,en,82.11,9/10/1994,8.5,26418
537,The Other Zoey,en,90.74,10/19/2023,7.2,218
538,Megaboa,en,123.521,11/26/2021,6.5,447
539,The Matrix Resurrections,en,80.655,12/16/2021,6.5,5231
540,Megaboa,en,123.521,11/26/2021,6.5,447
541,The Matrix Resurrections,en,80.655,12/16/2021,6.5,5231
542,Maze Runner: The Death Cure,en,64.622,1/10/2018,7.1,7276
543,Spider-Man,en,102.012,5/1/2002,7.3,17976
544,Pirates of the Caribbean: Dead Men Tell No Tales,en,97.328,5/23/2017,6.6,11347
545,Ice Age: Dawn of the Dinosaurs,en,80.278,6/26/2009,6.7,7833
546,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",fr,74.54,10/21/2023,7,79
547,Memory,en,69.153,4/28/2022,6.9,1339
548,Predator,en,87.27,6/12/1987,7.5,7465
549,The Conjuring 2,en,77.974,6/8/2016,7.3,7950
550,Stolen Vacation,es,81.453,8/31/2023,7.4,31
551,Doctor Strange,en,80.467,10/25/2016,7.4,21197
552,Stranded: I've Come from a Plane That Crashed on the Mountains,es,122.354,10/22/2008,7.4,17
553,Furious 7,en,86.863,4/1/2015,7.2,10140
554,The Bad Guys,en,80.313,3/17/2022,7.6,1782
555,Brave,en,70.403,6/21/2012,7,12765
556,The Green Mile,en,76.4,12/10/1999,8.5,16336
557,Old,en,77.65,7/21/2021,6.4,4028
558,The Twilight Saga: Breaking Dawn - Part 2,en,82.932,11/13/2012,6.5,8477
559,¿Quieres ser mi hijo?,es,76.169,9/21/2023,8.6,198
560,Maleficent,en,64.345,5/28/2014,7.1,12620
561,Eternals,en,80.313,11/3/2021,6.9,7706
562,Red Notice,en,80.158,11/4/2021,6.8,5309
563,Ice Age: The Meltdown,en,77.124,3/29/2006,6.7,9235
564,Lamborghini: The Man Behind the Legend,en,75.461,11/18/2022,6.4,428
565,Project Wolf Hunting,ko,93.953,9/21/2022,6.4,279
566,Penguins of Madagascar,en,94.241,11/22/2014,6.5,3904
567,A Walk to Remember,en,64.798,1/25/2002,7.7,3844
568,Fury,en,80.398,10/15/2014,7.5,11238
569,JUNG_E,ko,70.343,1/12/2023,6.2,527
570,Sons of Summer,en,63.112,7/28/2023,7,12
571,Real Steel,en,85.754,9/28/2011,7,7733
572,Uncharted,en,103.821,2/10/2022,7,5336
573,Rape Zombie: Lust of the Dead,ja,104.771,7/13/2012,6.4,162
574,Toy Story 2,en,87.718,10/30/1999,7.6,13119
575,Scream,en,82.287,1/12/2022,6.7,2934
576,Dragon Ball Z: Bardock - The Father of Goku,ja,74.547,10/17/1990,7.5,623
577,The Fate of the Furious,en,76.152,4/12/2017,6.9,9861
578,Killer Book Club,es,68.372,8/25/2023,5.7,225
579,The Twilight Saga: Breaking Dawn - Part 1,en,87.472,11/16/2011,6.2,8356
580,Rascal Does Not Dream of a Sister Venturing Out,ja,74.404,6/23/2023,8,11
581,The Twilight Saga: Eclipse,en,83.874,6/23/2010,6.2,8360
582,The Elevator,en,72.276,4/23/2023,6.3,8
583,The Little Mermaid,en,95.449,11/17/1989,7.4,7459
584,Babylon,en,81.132,12/22/2022,7.4,2517
585,Shark Bait,en,61.952,5/13/2022,5.7,279
586,The Godfather Part III,en,78.77,12/25/1990,7.4,5774
587,The Polar Express,en,56.739,11/10/2004,6.7,5916
588,The Northman,en,65.9,4/7/2022,7.1,3808
589,Tarzan,en,70.566,6/18/1999,7.4,6363
590,Rally Road Racers,en,81.067,5/12/2023,7.4,21
591,The Godfather Part II,en,82.205,12/20/1974,8.6,11616
592,The Three Musketeers: D'Artagnan,fr,73.968,4/5/2023,7.1,857
593,Infinite,en,75.165,9/9/2021,6.6,1597
594,The King's Man,en,72.511,12/22/2021,6.8,4069
595,Fight Club,en,80.913,10/15/1999,8.4,27805
596,Once Upon a Studio,en,82.326,9/24/2023,8.4,280
597,Venom,en,91.041,9/28/2018,6.8,14969
598,The Black Phone,en,66.749,6/22/2022,7.7,4361
599,Mission: Impossible - Rogue Nation,en,80.717,7/23/2015,7.2,8344
600,Bad Boys for Life,en,59.362,1/15/2020,7.1,7655
601,Taken 3,en,80.006,12/16/2014,6.2,5451
602,Black Clover: Sword of the Wizard King,ja,71.983,6/16/2023,8.2,225
603,Terminator Genisys,en,77.12,6/23/2015,5.9,7993
604,Ice Age: Continental Drift,en,78.775,6/27/2012,6.4,7164
605,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),en,75.207,2/5/2020,6.9,9797
606,Pearl,en,61.785,9/16/2022,7.3,1227
607,Alien: Covenant,en,63.347,5/9/2017,6.1,7984
608,Hot Fuzz,en,59.88,2/14/2007,7.6,7077
609,Medieval,en,60.116,9/8/2022,7.1,427
610,Ip Man: The Awakening,zh,77.093,9/16/2021,6.9,137
611,Morbius,en,70.668,3/30/2022,6.1,3860
612,Justice League,en,77.979,11/15/2017,6.1,12415
613,The Meg,en,69.574,8/9/2018,6.3,7216
614,SpongeBob SquarePants Presents The Tidal Zone,en,66.739,1/13/2023,7,30
615,The Foreigner,en,63.432,9/28/2017,7,2449
616,The Intouchables,fr,77.108,11/2/2011,8.3,16401
617,2001: A Space Odyssey,en,54.624,4/2/1968,8.1,10809
618,The Jungle Book,en,66.856,4/7/2016,6.9,7744
619,PAW Patrol: The Movie,en,67.663,8/9/2021,7.4,1176
620,The Amazing Spider-Man 2,en,78.866,4/16/2014,6.5,12555
621,Notre tout petit petit mariage,fr,73.144,4/26/2023,4.2,57
622,Nimona,en,92.79,6/23/2023,8,658
623,Below Her Mouth,en,79.295,2/10/2017,6.8,1074
624,Prometheus,en,60.742,5/30/2012,6.5,11459
625,The Rope Curse 3,zh,65.5,8/25/2023,4.8,9
626,Alita: Battle Angel,en,69.24,1/31/2019,7.2,8631
627,"The Good, the Bad and the Ugly",it,67.468,12/22/1966,8.5,7991
628,Pokémon Detective Pikachu,en,56.676,5/3/2019,6.9,6439
629,R.A.D.A.R.: The Adventures of the Bionic Dog,en,75.23,6/27/2023,6.9,21
630,Alien Invasion,en,63.446,5/11/2023,5.5,64
631,Chicken Run,en,65.441,6/23/2000,6.8,4688
632,Batman v Superman: Dawn of Justice,en,70.495,3/23/2016,6,17299
633,American Sniper,en,66.189,12/25/2014,7.4,12288
634,Trolls,en,79.583,10/13/2016,6.7,3398
635,Transformers: Age of Extinction,en,63.073,6/25/2014,5.9,7716
636,Scarface,en,67.15,12/9/1983,8.2,11033
637,Knives Out,en,62.104,11/27/2019,7.8,11445
638,Top Gun,en,73.831,5/16/1986,7,7934
639,Finestkind,en,79.207,9/8/2023,7.2,124
640,Knives Out,en,62.104,11/27/2019,7.8,11445
641,Top Gun,en,73.831,5/16/1986,7,7934
642,Finestkind,en,79.207,9/8/2023,7.2,124
643,Law Abiding Citizen,en,68.269,10/15/2009,7.4,4767
644,The Amazing Spider-Man,en,78.313,6/23/2012,6.7,16588
645,97 Minutes,en,72.474,6/9/2023,4.9,61
646,A Haunted House 2,en,66.022,4/17/2014,6.1,1317
647,Rambo: Last Blood,en,62.456,9/19/2019,6.5,3620
648,Sympathy for the Devil,en,65.904,7/20/2023,6.3,144
649,Rise of the Planet of the Apes,en,96.692,8/3/2011,7.3,10996
650,Iron Man 3,en,70.28,4/18/2013,6.9,21332
651,Toy Story 3,en,75.873,6/16/2010,7.8,13982
652,Spider-Man 3,en,80.94,5/1/2007,6.4,13347
653,Back to the Future,en,66.807,7/3/1985,8.3,18823
654,The End of Sex,en,71.967,4/28/2023,6.2,15
655,Transformers: The Last Knight,en,63.307,6/16/2017,6.1,5832
656,Extraction,en,58.237,4/24/2020,7.3,5679
657,The Addams Family,en,52.96,10/10/2019,6.6,2171
658,Mother's Day,pl,60.969,5/24/2023,5.9,193
659,Die Hard,en,55.673,7/15/1988,7.8,10487
660,Die Hard,en,55.673,7/15/1988,7.8,10487
661,The Ritual Killer,en,71.576,3/9/2023,6,221
662,The First Purge,en,70.044,7/4/2018,6,3794
663,Dead Poets Society,en,55.084,6/2/1989,8.3,10532
664,The Simpsons Movie,en,68.883,7/25/2007,7,7562
665,Sneakers,en,73.766,9/9/1992,6.9,830
666,Jungle Cruise,en,63.83,7/28/2021,7.4,5321
667,The SpongeBob Movie: Sponge on the Run,en,67.767,8/14/2020,7.5,2751
668,Bihter: A Forbidden Passion,tr,107.708,11/16/2023,5.3,33
669,Goatman,en,64.471,4/17/2023,6.7,22
670,WALL·E,en,76.901,6/22/2008,8.1,17763
671,Sing,en,71.87,11/23/2016,7.1,7570
672,Klaus,en,60.62,11/8/2019,8.3,3738
673,Nobody,en,82.826,3/18/2021,8,6430
674,Greenland,en,69.873,7/29/2020,7.1,4142
675,The Dark Kingdom,en,106.945,11/26/2018,5.6,46
676,Mira,ru,74.333,12/22/2022,7.7,86
677,Django Unchained,en,69.806,12/25/2012,8.2,25081
678,DC League of Super-Pets,en,64.782,7/27/2022,7.3,1400
679,Star Wars: The Force Awakens,en,72.09,12/15/2015,7.3,18592
680,Despicable Me 3,en,64.42,6/15/2017,6.5,6681
681,Friends & Family Christmas,en,61.298,12/17/2023,7,11
682,Project X,en,67.391,3/1/2012,6.9,5971
683,Maze Runner: The Scorch Trials,en,69.342,9/9/2015,6.7,9811
684,Batman Begins,en,64.484,6/10/2005,7.7,19925
685,The Wonderful World of Mickey Mouse: Steamboat Silly,en,74.007,7/28/2023,7.2,17
686,The Good Dinosaur,en,69.012,11/14/2015,6.7,5238
687,Mean Girls,en,105.819,1/10/2024,2,1
688,The Notebook,en,70.338,6/25/2004,7.9,10829
689,F9,en,64.4,5/19/2021,7.1,6800
690,School of Rock,en,69.131,10/3/2003,7.1,5268
691,Madagascar 3: Europe's Most Wanted,en,57.977,6/6/2012,6.6,5774
692,Tequila Re-Pasado,es,64.717,12/20/2023,7.3,14
693,I Am Legend,en,57.866,12/12/2007,7.2,14943
694,Superfast!,en,66.743,3/5/2015,5,390
695,Onward,en,73.198,2/29/2020,7.7,5804
696,Scarygirl,en,74.407,10/5/2023,7.2,39
697,Thor,en,68.685,4/21/2011,6.8,20282
698,X-Men: Apocalypse,en,68.925,5/18/2016,6.5,12365
699,Three Steps Above Heaven,es,75.016,12/3/2010,7.7,2839
700,Jeepers Creepers: Reborn,en,70.262,9/15/2022,5.5,909
701,Six Swedish Girls in Alps,de,61.261,7/22/1983,6.6,51
702,The Key,it,62.169,10/19/1983,6,365
703,Taken,en,64.806,2/18/2008,7.4,10615
704,Little Bone Lodge,en,62.725,11/23/2023,7,12
705,Candy Cane Lane,en,74.375,11/29/2023,6.2,295
706,Kingsman: The Secret Service,en,74.538,12/13/2014,7.6,15893
707,Beauty and the Beast,en,65.766,10/22/1991,7.7,9430
708,Scarygirl,en,74.407,10/5/2023,7.2,39
709,Baby Driver,en,47.861,6/28/2017,7.4,14859
710,Don't Look Away,en,61.88,9/1/2023,4.4,11
711,Mission: Impossible - Fallout,en,62.781,7/13/2018,7.4,7697
712,Ocean's Eight,en,62.32,6/7/2018,7,7900
713,Sakra,cn,57.607,1/16/2023,6.6,133
714,Dune: Part Two,en,63.74,2/28/2024,0,0
715,Terrifier,en,55.501,1/25/2018,6.5,1816
716,Slotherhouse,en,62.782,8/30/2023,4.5,45
717,Black Panther,en,71.641,2/13/2018,7.4,21310
718,Ice Age: Collision Course,en,69.738,6/23/2016,6.1,4250
719,A Quiet Place Part II,en,57.897,5/21/2021,7.5,5860
720,Consecration,en,65.579,2/9/2023,5.7,122
721,Wrong Turn 5: Bloodlines,en,57.27,10/23/2012,5.4,863
722,Metalocalypse: Army of the Doomstar,en,61.997,8/22/2023,6.8,35
723,Sheroes,en,69.134,6/23/2023,6.2,104
724,The Hunger Games,en,58.713,3/12/2012,7.2,21064
725,Last Call for Istanbul,tr,102.872,11/24/2023,6.5,76
726,The Mummy,en,68.018,4/16/1999,6.9,8490
727,No Manches Frida,es,72.772,9/2/2016,7.7,802
728,The Whale,en,69.413,12/9/2022,7.9,3269
729,Wonder Woman 1984,en,59.429,12/16/2020,6.5,7980
730,My Name Is Vendetta,it,58.752,11/30/2022,6.7,555
731,Control Zeta,es,56.649,4/27/2023,3,3
732,Free Guy,en,80.45,8/11/2021,7.5,7907
733,Saw II,en,58.701,10/28/2005,6.6,5026
734,Big Tit Monastery,ja,72.535,1/5/1995,7.2,3
735,Infinity Pool,en,57.347,1/27/2023,6.2,532
736,Chappie,en,52.935,3/4/2015,6.8,7538
737,Nope,en,101.685,7/20/2022,6.9,3474
738,Orphan: First Kill,en,62.103,7/27/2022,6.7,1900
739,Godzilla: The Planet Eater,ja,74.796,11/9/2018,6.4,291
740,GoodFellas,en,67.418,9/12/1990,8.5,12041
741,The Burial,en,60.366,10/6/2023,7.3,317
742,Good Boy,no,60.841,6/3/2022,6.6,126
743,Heat,en,72.016,12/15/1995,7.9,6756
744,My Neighbor Totoro,ja,73.852,4/16/1988,8.1,7355
745,Welcome al Norte,es,60.017,9/14/2023,8.3,62
746,Strange World,en,63.786,11/23/2022,6.4,1116
747,Celestine,fr,52.854,10/16/1974,5.8,19
748,Don't Look Up,en,54.655,12/7/2021,7.1,7475
749,Secret Headquarters,en,58.567,8/12/2022,6.6,313
750,Snow White and the Seven Dwarfs,en,73.128,12/21/1937,7.1,6976
751,War for the Planet of the Apes,en,96.331,7/11/2017,7.2,8204
752,What Happened to Monday,en,69.929,8/18/2017,7.2,5770
753,Harry Potter 20th Anniversary: Return to Hogwarts,en,60.147,1/1/2022,7.3,3131
754,The Wandering Earth,zh,51.725,2/5/2019,6.6,835
755,Hocus Pocus 2,en,72.5,9/30/2022,7.3,1523
756,Lightyear,en,59.086,6/15/2022,7,3170
757,Incredibles 2,en,81.828,6/14/2018,7.5,12239
758,Titane,fr,58.626,7/14/2021,6.4,1255
759,Madagascar,en,76.856,5/25/2005,6.9,10276
760,Madagascar,en,76.856,5/25/2005,6.9,10276
761,Bitter Moon,en,50.902,9/2/1992,7.1,684
762,Se7en,en,68.499,9/22/1995,8.4,19823
763,The Boat,it,47.565,5/26/2023,5,18
764,Lift,en,71.208,1/12/2024,0,0
765,Insurgent,en,66.683,3/18/2015,6.4,9614
766,Awareness,es,59.182,3/16/2023,5.8,123
767,The Hangover Part III,en,70.461,5/23/2013,6.2,8238
768,Saving Private Ryan,en,72.057,7/24/1998,8.2,14946
769,Emmanuelle 6,fr,70.998,7/6/1988,4.2,22
770,Scott Pilgrim vs. the World,en,76.48,8/12/2010,7.5,7366
771,Hell Camp: Teen Nightmare,en,49.423,12/27/2023,5.7,12
772,The Nightmare Before Christmas,en,64.849,10/9/1993,7.8,8880
773,There's Something Wrong with the Children,en,68.399,1/17/2023,5.9,152
774,The Slumber Party,en,56.06,7/27/2023,7.7,20
775,Eternal Sunshine of the Spotless Mind,en,66.338,3/19/2004,8.1,13998
776,The Exorcism of God,en,52.111,3/11/2022,7.1,946
777,Death on the Nile,en,56.345,2/9/2022,6.4,3268
778,A Man of Reason,ko,98.472,8/15/2023,6.6,42
779,Headspace,en,62.225,5/26/2023,4.3,3
780,Bird Box Barcelona,es,58.75,7/14/2023,6,561
781,Spartacus,en,64.97,10/13/1960,7.5,1994
782,Locked In,en,98.07,11/1/2023,5.5,142
783,Once Upon a Time… in Hollywood,en,61.511,7/24/2019,7.4,12514
784,The Expendables 3,en,56.902,8/7/2014,6.2,4712
785,Kingdom of the Planet of the Apes,en,85.146,5/22/2024,0,0
786,Kingdom of Heaven,en,69.482,5/3/2005,6.9,3908
787,Head to Head,ar,52.618,8/3/2023,6.3,59
788,Rambo,en,53.914,1/24/2008,6.7,3645
789,The Ledge,en,62.486,2/18/2022,6.5,296
790,The Devil Wears Prada,en,61.207,6/29/2006,7.4,11300
791,Mission: Impossible 8,en,50.23,5/22/2025,0,0
792,Pure Imagination: The Story of 'Willy Wonka & the Chocolate Factory',en,61.188,11/13/2001,6.8,17
793,Operation Fortune: Ruse de Guerre,en,75.677,1/4/2023,6.6,1171
794,Condor's Nest,en,97.258,1/27/2023,5.7,15
795,The Infernal Machine,en,53.936,9/23/2022,6.4,226
796,Space Wars: Quest for the Deepstar,en,66.194,4/21/2023,4.3,41
797,Samaritan,en,49.376,8/25/2022,6.8,1812
798,Harold & Kumar Escape from Guantanamo Bay,en,72.333,4/25/2008,6.3,1372
799,The Best Man,en,54.573,4/21/2023,6.2,96
800,Superbad,en,62.161,3/20/2007,7.2,6800
801,Ripper's Revenge,en,57.6,4/3/2023,6.5,32
802,Sicario: Day of the Soldado,en,61.029,6/27/2018,6.9,3283
803,The Hangover Part II,en,75.372,5/25/2011,6.5,9965
804,Ostap Bender. The Empire's Gold,ru,96.261,7/15/2021,6,34
805,Good Will Hunting,en,60.713,12/5/1997,8.2,11426
806,Pixels,en,60.003,7/16/2015,5.7,7167
807,Shooter,en,52.206,3/22/2007,7.1,4507
808,Split,en,71.658,1/19/2017,7.3,16546
809,Bottoms,en,87.431,8/25/2023,6.8,354
810,The Seven Deadly Sins: Grudge of Edinburgh Part 2,ja,67.646,8/8/2023,7.1,141
811,Wrong Turn 3: Left for Dead,en,59.47,10/20/2009,5.6,1063
812,Space Jam: A New Legacy,en,77.232,7/8/2021,6.8,3792
813,The Terminator,en,69.055,10/26/1984,7.7,12134
814,Deep Sea,zh,63.046,1/22/2023,6.9,58
815,Operation Napoleon,is,67.632,1/26/2023,6.4,66
816,Annabelle Comes Home,en,58.395,6/26/2019,6.4,3286
817,The Witch: Part 2. The Other One,ko,64.213,6/15/2022,7.3,210
818,Dragon Ball Z: Battle of Gods,ja,63.979,3/30/2013,6.8,1421
819,Galaxy Games,en,95.334,7/4/2022,5.7,7
820,Dragon Ball Z: Battle of Gods,ja,63.979,3/30/2013,6.8,1421
821,Galaxy Games,en,95.334,7/4/2022,5.7,7
822,Trading Places,en,52.362,6/7/1983,7.2,3024
823,The Twilight Saga: New Moon,en,73.658,11/18/2009,6,8759
824,Sonic the Hedgehog 3,en,56.007,12/19/2024,0,0
825,In Time,en,51.844,10/27/2011,7,10755
826,Jigsaw,en,48.282,10/25/2017,6.2,3460
827,See You on Venus,en,60.697,7/21/2023,7,97
828,The Club of Ugly Children,nl,94.934,10/9/2019,6.7,24
829,Wonder Woman,en,68.916,5/30/2017,7.2,19179
830,Hotel Transylvania 3: Summer Vacation,en,80.563,6/28/2018,6.9,4151
831,Hereditary,en,57.262,6/7/2018,7.3,7075
832,Schindler's List,en,69.749,12/15/1993,8.6,14975
833,Arrival,en,57.795,11/10/2016,7.6,16815
834,The Soccer Football Movie,en,51.43,11/9/2022,6,105
835,Pride & Prejudice,en,61.385,9/16/2005,8.1,7548
836,Dark Phoenix,en,54.543,6/5/2019,6,6051
837,Logan,en,64.376,2/28/2017,7.8,18332
838,It's a Wonderful Life,en,71.062,12/20/1946,8.3,3993
839,Scouts Guide to the Zombie Apocalypse,en,54.312,10/23/2015,6.5,1779
840,Get Out,en,48.958,2/24/2017,7.6,16393
841,No Manches Frida 2,es,71.356,3/15/2019,8,822
842,Wrong Turn 2: Dead End,en,57.739,8/25/2007,6.1,1280
843,"The Gangster, the Cop, the Devil",ko,61.044,5/15/2019,7.8,891
844,The Truman Show,en,55.176,6/4/1998,8.1,17206
845,The Christmas Project Reunion,en,62.189,11/23/2020,7,4
846,The Dive,da,75.192,8/24/2023,6.6,114
847,無力の王,ja,56.546,8/29/1981,0,0
848,Catch Me If You Can,en,61.297,12/16/2002,8,14713
849,Silver and the Book of Dreams,de,88.126,11/6/2023,5.9,61
850,Dragon Ball Z: Resurrection 'F',ja,66.493,4/18/2015,6.8,1744
851,Scary Movie,en,72.286,7/7/2000,6.3,6524
852,Gemini Man,en,40.108,10/2/2019,6.3,4824
853,Hotel Desire,de,64.78,12/7/2011,6,105
854,Dr. Death: Cutthroat Conman,en,64.579,12/21/2023,10,1
855,Wrong Turn,en,59.229,1/26/2021,6,1012
856,Animal,hi,59.124,12/1/2023,7.3,47
